Tuition fees up to date,Course,Age at enrollment,Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
1,9238,20,11,1,12,5,10,0,0,2
1,9254,20,6,6,14,6,6,6,13.33333333,3
1,9238,21,7,6,12.33333333,6,7,6,13.42857143,3
1,9500,18,7,7,13.46428571,8,9,8,14.78888889,3
1,8014,26,14,3,10.66666667,6,9,5,11.2,2
1,9147,41,6,5,11.6,5,8,5,12.2,2
1,9773,18,6,6,13.66666667,6,6,6,14.66666667,3
1,9500,18,9,8,14.4025,8,9,8,14.4025,3
1,9500,31,9,7,15.46875,8,8,8,16.3875,3
1,9238,23,8,6,12.625,6,6,6,14.16666667,3
1,9500,19,7,6,14.98333333,7,7,6,14.98333333,3
1,9773,20,6,6,15,6,6,6,13,3
1,8014,40,9,9,15.88888889,7,7,7,14.14285714,3
1,9085,32,14,4,11.5,6,14,3,11,1
1,9254,24,14,2,10.5,6,11,1,10,1
1,9500,18,7,6,13.98333333,7,7,6,13.98333333,3
1,9238,18,6,6,13,6,6,6,12.83333333,3
1,9238,18,6,6,13.66666667,6,6,6,13,3
0,9003,27,8,0,0,6,8,0,0,1
1,9147,18,5,5,14.4,5,5,5,15.4,3
1,9991,26,10,4,12,5,9,4,11.25,2
1,9853,19,6,6,14.16666667,6,7,6,13.66666667,3
1,8014,19,8,5,12.2,6,7,6,12,3
1,9147,21,8,3,12,5,9,3,12.66666667,2
1,9147,24,11,2,10.5,5,14,1,11,2
1,9853,20,8,3,12.33333333,6,11,2,10.5,1
1,9853,18,7,5,12.2,6,7,5,12.2,2
1,9003,30,6,0,0,6,6,0,0,1
0,9853,22,10,6,11.5,7,8,6,13.16666667,2
1,9147,21,9,9,10.88888889,10,18,10,11.61538462,3
1,9556,26,12,6,12.16666667,8,8,8,11.675,1
1,9147,23,7,2,10,5,9,1,12,2
1,9070,18,6,6,12.66666667,6,6,6,12.16666667,3
1,9070,21,9,5,11.4,6,8,5,12.2,1
1,171,18,0,0,0,0,0,0,0,1
1,9085,21,14,2,13,5,8,4,12,2
1,9853,18,8,5,13.4,6,7,5,12,2
1,9853,19,6,6,13.5,6,8,5,12.8,1
1,9254,22,14,4,12.25,6,11,3,11.33333333,2
1,9238,19,7,6,12.28571429,6,7,6,12.83333333,3
0,9085,19,12,0,0,5,8,0,0,1
1,9238,19,10,2,10.5,6,11,1,13,1
1,9085,27,12,3,14,5,8,5,12,3
1,9085,22,7,5,14.2,5,10,5,12.2,3
1,9773,18,8,5,13,6,7,6,13.14285714,1
1,9254,20,6,6,11,6,8,4,12.75,3
1,9991,34,9,3,11,7,7,2,10,1
1,9500,18,9,6,12.38571429,8,9,8,13.75555556,3
1,9773,20,12,4,14.75,6,7,4,12.25,3
1,9130,20,6,5,16.16666667,5,6,5,15.83333333,3
1,9991,25,7,0,0,5,8,0,0,1
1,9119,18,6,5,12.4,5,9,3,13,1
0,9130,18,8,5,11.6,6,11,4,13,1
1,9853,18,8,5,12.2,6,13,0,0,1
1,9254,19,7,5,11,6,7,5,12.8,3
1,9853,19,8,6,12.33333333,6,7,5,12.4,1
1,9238,21,6,6,14.83333333,6,7,6,12.57142857,3
1,9070,29,15,9,11.55555556,11,17,10,11.9,2
1,9070,20,6,6,12,6,6,6,11.83333333,3
1,8014,21,13,11,12.72727273,11,11,10,12.6,3
1,9991,34,2,2,10.5,1,1,1,11,1
1,9773,20,6,6,12.33333333,6,6,6,12,3
1,9991,24,10,0,0,5,7,1,12,1
1,9500,18,7,7,14.84285714,8,9,8,14.38888889,3
1,9500,19,7,7,12.2,7,7,7,12.2,2
1,9147,18,10,4,10.8,5,10,4,11.75,2
1,9991,28,7,4,12.75,5,7,5,14.33333333,2
1,9991,28,13,2,11,5,12,1,12,1
1,9254,20,9,4,10.75,6,12,0,0,1
1,9500,22,9,8,12.55375,8,9,8,12.55375,3
1,9500,19,8,7,12.66571429,8,8,7,12.66571429,3
1,9670,20,10,6,12.71428571,6,8,4,13,2
1,9556,26,7,2,11.75,5,10,0,0,1
0,9254,21,11,3,11,6,14,0,0,1
1,171,18,0,0,0,0,0,0,0,3
1,9147,18,5,5,13.4,5,6,5,12.2,3
1,171,22,21,17,12.57894737,17,20,17,12.11764706,3
1,9119,36,0,0,0,5,0,0,0,1
1,9773,20,8,6,12,6,8,6,11.5,3
1,9670,20,6,3,12.33333333,6,9,0,0,1
1,9991,25,11,4,11.5,5,11,3,13.5,1
1,9003,35,7,5,12.8,6,11,5,13.83333333,3
1,171,22,0,0,0,0,0,0,0,1
1,9070,26,8,7,13.28571429,8,11,7,12.14285714,2
0,9003,20,16,4,11.8,6,15,2,12,1
1,8014,50,13,6,11.33333333,11,11,2,13.5,1
1,9500,20,12,5,12.002,8,12,5,12.002,1
1,9500,20,10,5,13.97666667,8,9,8,13.22222222,2
0,9003,35,10,5,15.2,6,9,1,11,1
1,9670,19,7,6,13.14285714,6,8,6,14.16666667,3
1,9147,43,14,0,0,5,5,0,0,1
1,9500,19,11,7,13.86714286,8,11,7,13.86714286,3
1,9500,25,11,6,12.675,8,11,6,12.675,3
1,171,19,0,0,0,0,0,0,0,3
1,9853,20,6,6,12,6,7,6,12.5,2
1,171,22,0,0,0,0,0,0,0,1
1,9254,19,7,6,11,6,6,5,12.2,1
1,9991,32,11,4,10.75,5,11,4,11.33333333,1
1,9773,57,7,5,14.2,6,6,6,14.16666667,3
0,9500,20,11,4,12.6,7,7,4,11.575,1
0,9991,38,5,0,0,5,5,0,0,1
1,9991,45,6,5,14,5,6,5,14.16666667,3
0,9773,43,16,2,10,6,12,4,12.25,1
1,9070,19,6,6,13.83333333,6,8,6,13.125,3
0,9991,49,8,2,11,5,5,1,11,1
1,9500,43,8,7,11.63571429,8,8,7,11.63571429,2
1,8014,34,6,4,12.25,5,5,0,0,1
1,9119,18,9,4,12.5,5,11,5,11.28571429,2
1,9991,43,5,5,13.8,5,6,5,13.66666667,3
1,9254,21,8,3,12,6,9,1,11,1
1,9991,40,9,3,11,5,8,4,12.5,2
1,9670,19,7,4,13.75,6,10,6,11.55555556,3
1,9254,27,6,6,10.66666667,6,8,4,11.25,2
1,9556,43,7,0,0,8,13,2,13.15,1
1,9991,31,6,5,13.83333333,5,7,5,15.4,3
1,9003,26,6,0,0,6,7,0,0,2
1,9991,34,5,5,15.8,5,5,5,16.8,3
1,9500,30,26,12,12.52608696,14,26,12,12.52608696,3
1,9500,36,9,6,12.78333333,8,11,0,0,1
0,9991,46,5,0,0,5,5,1,10,1
1,9085,22,8,3,13,5,8,3,10.66666667,3
1,9003,27,8,0,0,6,10,0,0,1
1,9119,20,7,5,10.8,5,9,3,12,2
1,9147,20,7,5,11,5,7,3,10,2
0,9119,31,4,0,0,5,5,0,0,1
1,9119,20,7,0,0,5,5,0,0,2
0,9773,21,10,2,12,6,0,0,0,1
1,9147,21,7,4,10.75,5,10,2,11,1
1,9147,19,8,5,11.6,5,10,4,13.5,3
1,9147,20,6,5,11.8,5,8,4,11.6,3
1,9003,18,7,6,16,6,6,6,15.16666667,3
1,9773,18,6,6,12.66666667,6,6,6,11.5,3
1,9500,30,12,4,14.4,7,9,6,13.5,2
0,9254,34,6,0,0,6,6,0,0,1
0,9670,21,11,4,12.25,6,9,4,13.4,2
1,9070,20,9,5,12.6,9,10,8,12.75,1
1,9500,18,8,7,13.4,8,8,7,13.4,3
1,171,21,0,0,0,0,0,0,0,1
1,9003,26,9,1,10,6,6,0,0,1
1,9119,20,5,0,0,5,5,0,0,1
1,9003,25,16,3,11.25,6,14,4,11.2,1
1,9670,19,10,0,0,5,5,0,0,2
1,9147,24,8,3,10.66666667,5,5,1,14,1
1,9130,20,7,4,11.75,5,5,5,13.4,3
1,9147,20,5,0,0,5,5,0,0,1
1,9070,18,6,6,12.66666667,6,8,6,14.125,3
1,9556,25,14,7,11.95,8,15,7,12.04285714,2
1,9254,22,7,5,14,6,6,6,15.66666667,3
0,8014,41,6,0,0,6,12,0,0,1
1,9147,19,11,2,11.5,5,10,0,0,1
1,9130,21,10,6,12,6,12,5,12.8,3
1,9085,30,7,6,16.42857143,6,7,6,16.66666667,1
1,9500,21,9,5,13.336,8,9,7,13.20714286,3
1,9556,26,7,0,0,8,8,0,0,2
1,9670,21,9,7,14.66666667,6,8,6,14,3
1,9500,18,8,7,14.11571429,8,8,7,14.11571429,3
1,9085,19,7,6,14.85714286,6,10,6,13.11111111,3
1,9085,18,7,6,13.83333333,6,10,6,13.71428571,3
1,9147,19,10,3,11,5,9,4,11.75,2
1,9085,21,11,4,11.75,6,12,3,13.66666667,2
1,9147,18,15,2,10,5,14,2,12,1
1,9500,24,15,6,12.415,8,15,6,12.415,3
1,9130,21,12,1,11,5,9,2,10.5,2
1,9085,23,14,5,14.42857143,6,7,6,13.42857143,3
1,9500,18,8,7,14.31285714,8,8,7,14.31285714,3
0,9085,26,8,6,15.42857143,6,7,5,14.5,2
1,9130,20,9,4,12,5,6,5,13.4,3
1,9238,18,7,6,13.83333333,6,7,6,13.71428571,3
1,9238,20,6,6,12.16666667,6,7,6,12.14285714,3
1,9500,20,8,7,14.01428571,8,8,7,14.01428571,2
1,9238,18,15,2,10.33333333,6,13,3,13.33333333,2
1,9773,22,7,5,13.2,6,7,5,13.6,3
1,9500,20,7,6,15.4,7,7,6,15.4,3
1,9500,19,7,7,13.38571429,8,8,8,15.925,3
1,9130,18,13,6,10.85714286,6,10,4,11,1
1,9147,18,11,5,11.33333333,5,8,5,12,3
1,9085,19,7,4,14.5,5,5,5,13.6,3
1,9070,19,6,6,14.16666667,6,8,6,12.375,3
1,8014,24,7,6,12.83333333,6,8,6,12,3
1,9238,21,7,6,13.33333333,6,6,6,14.5,3
1,9238,20,7,6,13.66666667,6,7,6,14.57142857,3
0,9254,28,6,6,10.83333333,6,7,5,11,1
1,9853,21,7,6,13.42857143,6,8,6,13.14285714,3
1,9500,20,7,7,12.40142857,8,10,6,11.80833333,2
0,9003,36,8,0,0,6,10,0,0,1
0,9991,42,4,0,0,5,0,0,0,1
1,9991,47,9,4,11.5,5,6,5,11.6,1
0,9119,25,8,0,0,5,5,0,0,1
1,9670,25,8,6,14.14285714,6,6,6,13.5,3
1,8014,48,6,0,0,5,6,0,0,1
1,9991,32,12,10,13.8,10,10,10,12.8,3
1,9991,38,10,10,13.6,10,10,5,13.6,1
1,9238,37,23,15,11.73333333,11,17,9,11.88888889,3
0,9147,26,8,1,10,5,9,1,10,1
1,9085,23,19,0,0,6,6,0,0,1
1,9003,23,6,0,0,6,8,0,0,2
1,9003,20,12,4,10.8,6,13,4,12,2
1,9500,26,8,6,13.04666667,8,10,7,13.30625,1
1,8014,45,13,8,11,7,10,6,10.83333333,2
1,8014,26,10,3,12.33333333,6,14,3,11.66666667,2
1,8014,26,16,10,11.8,7,7,7,13.28571429,3
1,9991,25,8,3,11,5,8,3,11.25,2
1,9500,18,8,8,13.11,8,8,8,13.11,3
1,9500,27,8,7,14.41428571,8,8,7,14.41428571,3
0,8014,24,5,0,0,5,10,0,0,1
1,9147,20,8,5,12.33333333,5,7,5,12.2,3
1,9500,18,9,0,0,7,8,1,10,1
1,9556,18,9,7,14.1,8,8,8,13.3125,3
1,9500,18,8,8,13.045,8,8,8,13.045,3
1,9500,19,10,5,12.858,8,10,5,12.858,2
1,9500,19,8,8,14.2525,8,8,8,14.2525,3
1,9500,19,9,5,14.06,7,9,7,11.24285714,2
1,9500,18,8,7,15.07571429,8,8,7,15.07571429,3
1,171,18,0,0,0,0,0,0,0,2
1,9670,19,5,4,13.75,6,9,5,12.6,2
1,9003,23,28,17,13.15,12,22,12,13.21428571,3
1,9238,21,9,5,12.33333333,6,7,5,11.8,3
1,9500,18,8,7,13.77857143,8,10,8,13.12222222,3
0,9853,20,12,3,10.33333333,6,14,1,11,1
1,9773,23,11,3,11.33333333,6,7,2,11,2
1,9238,20,7,5,13.2,6,6,6,12.66666667,2
1,9070,18,8,6,13.57142857,6,11,6,12.375,3
1,8014,29,14,11,12.75,7,7,7,13.42857143,3
1,9773,28,11,3,13,6,15,1,12,1
1,9670,19,7,3,11.33333333,5,7,4,11,2
0,9670,24,12,0,0,6,9,0,0,1
1,171,33,0,0,0,0,0,0,0,1
0,9147,19,7,2,12.5,5,13,1,11,1
1,9085,19,7,6,14.85714286,6,8,6,14.14285714,3
1,8014,37,13,8,12,7,8,7,11.57142857,3
0,171,18,0,0,0,0,0,0,0,3
1,9991,29,5,0,0,5,5,0,0,2
1,9500,37,8,7,12.82857143,8,8,8,12.6875,3
1,9500,36,0,0,0,8,0,0,0,1
1,9670,19,6,6,13.33333333,6,8,5,14,3
1,9500,33,20,14,13.07285714,14,20,14,13.07285714,3
0,9119,34,13,5,12,7,7,3,11,1
1,9254,18,6,6,15.5,6,6,6,16,3
1,9130,20,6,0,0,6,6,0,0,1
1,9773,19,7,6,14.71428571,6,6,6,15.16666667,3
1,9085,20,7,6,16.71428571,6,6,6,15.33333333,3
1,9238,19,9,6,10.85714286,6,7,6,11.66666667,3
1,9500,19,8,6,11.65833333,8,11,6,12.41666667,3
1,9773,22,8,5,11.6,6,7,6,12,3
1,9670,18,8,6,14.625,6,9,6,14.14285714,2
1,9773,18,6,6,12.16666667,6,8,6,12.66666667,3
1,9500,19,12,4,13.375,7,8,6,12.11666667,2
1,9853,19,6,6,12.5,6,6,6,12.83333333,3
0,9500,31,8,5,12.56,7,8,5,12.56,1
1,9500,18,7,7,13.19,8,8,8,14.23125,3
1,9238,19,11,3,11,6,9,4,11.25,3
1,171,18,0,0,0,0,0,0,0,3
1,9238,19,11,5,11.6,6,10,6,11.71428571,3
1,9500,19,7,6,14.26666667,7,7,6,14.26666667,3
1,9147,19,6,4,11,5,9,4,13.85714286,2
1,8014,30,11,9,12.66666667,7,7,7,12.42857143,3
1,9773,18,6,0,0,6,10,3,11,2
1,9500,18,11,7,12.77142857,8,11,7,12.77142857,3
1,9085,21,12,0,0,5,5,0,0,1
1,9238,19,6,6,15.5,6,7,6,13.57142857,3
1,9670,19,7,6,13.28571429,6,9,5,14.6,2
1,9500,19,11,5,11.71666667,7,8,5,13.7,2
1,9130,19,8,6,11.33333333,6,12,4,13.75,1
1,9670,19,6,6,13.33333333,6,10,5,13.4,3
1,9991,39,13,4,12.33333333,5,14,2,10,3
1,9070,18,6,6,12.33333333,6,6,6,12.83333333,2
1,171,20,0,0,0,0,0,0,0,1
1,9147,19,8,5,12.6,5,9,4,11.6,3
1,9147,18,5,5,12.6,5,5,4,11,2
0,9003,34,10,6,14.33333333,6,9,6,12.83333333,2
1,9670,22,8,3,12,5,9,2,11,2
1,9085,24,7,6,14.85714286,6,10,5,13.6,3
1,9147,34,17,12,11.91666667,13,13,11,13.18181818,3
1,9991,46,5,0,0,5,5,0,0,1
1,9147,50,12,3,13.33333333,5,8,5,12.2,2
0,9991,37,5,0,0,5,5,0,0,1
1,9085,18,6,6,17,6,6,6,15.5,3
1,9085,25,13,3,11.66666667,6,14,2,11.33333333,2
1,9003,46,24,19,12.21052632,13,13,13,11.38461538,3
1,9070,30,8,6,13,6,9,5,12.85714286,3
0,9991,37,0,0,0,5,0,0,0,1
1,9991,50,9,2,10.5,5,7,3,11,2
1,9003,20,7,6,13.57142857,6,9,6,12.71428571,3
1,9556,39,7,1,14,2,4,0,0,1
0,9773,53,5,0,0,4,5,0,0,1
1,9147,54,20,13,12.46153846,13,13,10,11.1,1
1,9085,19,8,4,14.4,6,6,5,13,3
0,9773,20,6,0,0,6,0,0,0,1
1,9773,18,6,6,14.33333333,6,6,6,14.16666667,3
1,9003,21,21,11,11.90909091,11,14,11,10.72727273,3
1,9070,18,8,6,13.71428571,6,8,6,14.375,3
1,9500,19,0,0,0,8,0,0,0,1
1,9500,18,10,5,13.46,7,8,7,12.2375,1
1,9773,19,6,6,15,6,6,6,13.33333333,3
1,171,18,0,0,0,0,0,0,0,1
1,9670,19,7,5,13.4,6,6,5,12.8,3
1,8014,48,9,5,13,6,10,4,12.5,2
1,9238,34,13,4,11.25,6,8,4,13.75,3
1,9085,18,5,5,12.6,5,7,5,11.6,3
1,8014,50,8,6,12.66666667,6,6,6,11.83333333,3
1,9853,41,23,21,12.33333333,19,19,19,12.10526316,3
1,9773,22,11,5,12,6,11,5,11,1
1,9147,43,5,5,16.4,5,5,5,16.6,3
1,8014,50,1,0,0,6,0,0,0,1
1,9003,60,10,6,12.75,6,6,4,14.75,3
1,9147,41,14,4,14.5,5,12,5,13,2
1,9991,47,5,5,14.8,5,5,5,14.4,3
1,171,22,22,17,10.36842105,17,18,17,11.5,3
1,9500,41,0,0,0,8,0,0,0,1
1,9991,28,15,6,10.66666667,10,17,9,11.33333333,2
1,9254,32,21,13,12.69230769,15,22,13,12.38461538,3
1,9991,50,0,0,0,5,0,0,0,1
1,9147,53,15,15,11.8,13,13,12,11.66666667,2
0,9556,54,7,0,0,5,10,0,0,1
1,8014,49,9,5,12.33333333,6,12,4,11.5,2
1,9853,34,18,11,13,13,22,8,11.875,1
1,8014,45,13,4,12.5,6,8,3,11.66666667,1
1,8014,47,8,5,12.2,6,10,4,11.25,3
1,9238,22,15,8,11,7,16,5,11.2,2
1,9991,33,14,1,10,5,13,2,12,1
1,8014,43,7,6,12.33333333,6,8,6,11.5,3
1,9003,54,13,13,14.30769231,12,15,12,15.23076923,3
1,8014,39,13,11,14.45454545,8,8,8,13.5,3
1,9991,39,6,5,11,5,5,5,13.2,3
1,9853,18,8,6,13.14285714,6,6,6,12.83333333,3
1,9238,19,8,6,13.75,6,7,6,11.85714286,3
1,9670,18,6,6,14,6,9,5,13.8,3
1,8014,44,13,8,13.75,6,9,6,12.5,3
1,9991,27,5,0,0,5,6,0,0,1
1,9670,18,6,6,13.16666667,6,8,6,12.42857143,3
1,8014,45,12,9,12.44444444,7,8,6,12,1
1,9853,20,7,6,12.66666667,6,7,5,13,3
1,8014,40,7,6,11.33333333,6,7,6,10.5,3
1,9991,40,9,4,11.25,5,6,5,12,2
1,9500,18,8,7,13.6125,8,8,8,14.575,3
1,9500,21,8,7,12.41428571,8,8,7,12.41428571,3
1,171,20,0,0,0,0,0,0,0,3
1,9991,36,21,11,11.5,12,22,12,11.4375,2
1,8014,27,5,0,0,6,0,0,0,1
1,9556,32,10,7,11,8,8,8,13.125,3
1,9238,18,6,6,14,6,6,6,13.5,3
1,8014,37,13,4,12,6,10,3,12,1
1,9773,19,7,6,12.5,6,7,6,12.5,3
1,8014,41,8,6,11.33333333,6,9,6,11.33333333,3
1,9500,18,7,6,14.06666667,7,7,6,14.06666667,3
1,9085,21,14,8,13.55555556,7,10,7,13.57142857,3
0,9003,23,13,5,11.6,6,11,4,12.25,1
1,9773,18,0,0,0,6,0,0,0,1
1,9500,18,8,8,13.27625,8,8,8,13.27625,3
1,9085,21,0,0,0,6,0,0,0,1
1,9238,19,8,6,14.375,6,8,6,14.75,3
1,9147,47,0,0,0,5,0,0,0,1
1,8014,48,7,6,10.66666667,6,9,5,11.8,2
1,8014,39,19,12,13.41666667,10,10,10,14.5,3
1,9500,19,9,6,12.97166667,8,9,7,12.32142857,3
1,9991,38,16,14,10.92857143,14,16,12,11.83333333,1
0,9003,27,6,0,0,6,7,0,0,1
1,171,18,0,0,0,0,0,0,0,3
1,8014,34,6,4,13.25,6,6,0,0,2
1,9238,48,14,6,11.33333333,6,11,5,12.4,1
1,9670,25,6,1,11,5,5,0,0,1
1,9500,32,9,7,12.75714286,8,9,7,12.75714286,3
1,9773,18,6,6,14.5,6,6,6,14.66666667,3
1,8014,20,6,6,13.83333333,6,7,6,14.57142857,3
1,9147,20,8,4,11.25,5,7,5,10.4,3
1,171,20,0,0,0,0,0,0,0,1
1,9500,19,10,1,13.67,8,10,1,13.67,2
1,9991,39,9,0,0,5,5,2,12.5,1
1,9130,29,10,1,13,5,14,0,0,1
1,9991,36,5,0,0,5,5,0,0,1
1,9500,18,12,7,11.97142857,8,12,7,11.97142857,3
1,8014,51,12,0,0,6,11,0,0,1
1,9773,23,11,1,16,6,8,4,12.25,1
1,9085,21,0,0,0,6,0,0,0,1
0,9853,28,9,4,12.75,5,5,0,0,1
1,9991,34,9,4,11,5,10,4,10.75,2
1,8014,41,2,0,0,6,0,0,0,1
1,8014,43,7,5,12.2,6,6,6,12.33333333,3
1,9556,28,9,7,12.42857143,8,8,8,12.3,2
1,171,19,12,12,14.5,11,15,11,13.58333333,3
1,9003,26,13,6,13,12,14,11,13.83333333,3
1,9500,18,7,7,11.71428571,8,8,8,12.75,3
1,9853,45,12,4,10.25,7,10,3,13,1
1,9853,19,0,0,0,6,0,0,0,1
1,9670,20,9,6,12.375,6,7,6,13.14285714,3
1,9853,18,6,6,12.66666667,6,6,6,12,3
1,9085,27,13,3,10.5,6,19,1,12,1
1,9003,20,11,6,14.125,6,10,5,12.6,3
1,9085,18,7,6,14.66666667,6,12,6,13.83333333,3
1,9670,35,8,5,11.4,5,7,3,12.33333333,2
1,171,26,0,0,0,0,0,0,0,1
1,9238,39,7,6,14,6,7,5,14.8,3
1,171,18,0,0,0,0,0,0,0,3
1,9500,36,7,0,0,7,7,0,0,1
1,8014,38,11,11,12.63636364,8,8,8,11,3
1,9853,45,11,3,12.33333333,6,13,2,11,1
1,9254,62,7,6,15,6,10,6,12.83333333,3
1,9670,20,8,4,11.75,6,10,6,12.66666667,3
1,9500,18,8,7,14.13714286,8,8,7,14.13714286,3
1,9070,18,6,2,12,6,6,1,11,1
1,9991,23,5,5,10.8,5,9,4,11.5,3
1,9070,19,8,6,13.28571429,6,8,6,12.5,1
1,9147,19,7,5,13.6,5,5,5,12.6,3
1,9500,18,8,7,13.55,8,8,8,14.1875,3
1,9500,18,8,0,0,8,8,0,0,2
1,8014,41,10,4,13.5,6,7,6,11.16666667,3
1,9670,51,8,5,11.6,6,9,5,14.2,3
1,9238,24,16,10,12.5,7,9,4,12.6,3
1,9991,25,14,1,11,5,11,2,12.66666667,1
1,9085,18,9,3,12,5,6,4,13,2
1,9147,20,8,4,11.6,5,10,3,12.33333333,3
1,171,19,0,0,0,0,0,0,0,1
1,9991,41,14,10,14.63636364,10,13,10,14.6,3
1,9254,19,8,6,13,6,6,6,12.16666667,3
1,9853,28,23,14,12.78571429,17,18,16,13.875,1
1,9070,21,6,6,14.5,6,7,5,12,3
0,9085,22,12,4,14.6,5,5,4,12.75,1
0,9773,18,7,6,12.5,6,6,6,12.16666667,3
1,9070,19,6,6,14,6,8,6,13.125,3
1,9500,19,7,7,13.80142857,8,8,8,14.575,3
0,9853,25,7,6,14.42857143,6,7,6,13.66666667,3
1,9500,18,7,6,14.35,7,7,6,14.35,3
1,9070,19,6,6,14.33333333,6,6,6,13.5,3
1,9853,20,10,4,12.25,6,8,4,11.5,2
1,8014,46,9,6,13.33333333,6,6,6,11.83333333,3
0,171,19,12,12,13,11,14,11,13.25,3
1,9254,18,10,4,11.75,6,9,5,11.2,2
1,9130,18,8,6,14.5,6,11,4,13,3
1,9500,19,8,7,11.82,8,8,7,11.82,3
1,9773,20,0,0,0,6,0,0,0,1
1,8014,38,6,5,12.4,6,7,6,12.66666667,3
1,9773,18,7,6,12.57142857,6,8,6,11.85714286,3
1,9500,18,7,7,13.85714286,8,8,8,14.9,3
1,9238,18,9,5,11.83333333,6,7,5,13.8,3
1,9147,20,10,4,11,5,7,4,11.5,2
1,9130,19,6,6,14.66666667,6,8,6,13.66666667,3
0,8014,37,4,0,0,5,10,0,0,1
1,9500,24,12,7,12.71428571,8,12,7,12.71428571,2
1,9500,19,9,7,13.42222222,8,11,7,12.18888889,3
1,9773,19,7,6,14,6,8,5,12.2,1
1,9556,19,8,7,12.14285714,8,8,8,13.375,1
1,9147,18,5,5,12.8,5,5,5,13,3
1,9500,18,7,7,14.57285714,8,9,8,14.95555556,3
1,9147,18,9,4,11.25,5,6,4,11,3
1,9147,19,12,2,10,5,11,4,11.75,2
1,9130,18,8,5,14.4,6,11,4,14.6,1
1,9500,20,7,7,12.98285714,8,8,8,14.4625,3
1,9085,20,14,6,15.75,6,8,6,13,3
1,9085,18,11,5,12.28571429,6,19,3,14,1
1,9500,20,7,6,13.755,8,9,7,13.57142857,3
1,9670,18,7,6,13.83333333,6,11,6,13.5,3
1,9500,19,0,0,0,8,0,0,0,1
1,9500,18,9,7,14.71111111,8,9,8,14.62777778,3
1,9085,20,13,11,14.61538462,9,11,9,13.7,3
1,9500,18,7,7,13.67714286,8,9,8,14.53333333,3
1,9085,19,8,5,13.16666667,5,5,5,12.8,3
1,9238,19,11,5,10.8,6,12,5,11.33333333,3
1,9130,19,8,3,12,5,7,5,12.83333333,3
1,9500,18,8,6,13.95833333,8,8,8,14.71875,3
1,9853,19,9,4,13,6,9,4,12.25,1
1,171,24,0,0,0,0,0,0,0,3
1,171,18,0,0,0,0,0,0,0,3
1,9500,18,8,7,14,8,8,7,14,3
1,9773,18,10,6,12.57142857,6,11,6,12.57142857,2
1,9773,19,6,4,12,6,11,3,11.33333333,1
1,8014,35,8,8,13.625,7,7,7,14,3
1,9147,19,7,4,12.5,5,8,4,10,3
1,9853,28,25,14,12.42857143,14,22,11,11.90909091,1
1,9500,21,8,7,13.3875,8,8,8,15.9,3
1,9500,19,8,6,12.64833333,8,9,8,12.20555556,3
1,9238,19,6,6,14,6,6,6,13.33333333,3
1,9085,18,12,5,12.8,5,10,5,11.85714286,3
1,9254,18,8,6,11.33333333,6,11,6,10.83333333,3
0,9500,19,0,0,0,8,0,0,0,1
1,9670,20,6,6,14.16666667,6,9,6,13,3
1,9773,18,6,6,12.83333333,6,6,6,13.83333333,3
0,9853,19,11,4,12,7,9,6,11.83333333,1
1,9773,20,6,6,13,6,7,6,13.14285714,1
1,9500,18,8,6,13.39,8,10,7,12.75714286,2
0,9670,18,6,6,12.33333333,6,8,5,13.6,3
1,9070,21,8,6,12.57142857,6,8,6,11.625,3
1,9254,19,6,6,12.33333333,6,6,6,12.83333333,3
1,9853,19,8,5,13,6,8,4,10.75,3
1,9085,19,7,3,12.33333333,5,7,4,10.25,2
1,9773,18,6,6,13.16666667,6,8,5,14.2,1
1,9147,18,7,5,13.33333333,5,6,5,13.6,3
1,9085,18,9,4,13,5,8,5,13.14285714,3
1,9556,31,21,5,10.9,8,21,3,11.7,1
1,9147,19,8,2,11.5,5,10,3,10.85714286,2
1,9085,20,7,6,15.85714286,6,6,6,16,3
1,9085,19,5,5,12.6,5,9,3,13,1
1,9238,19,8,6,14,6,7,6,14.57142857,3
0,9130,27,8,3,14.66666667,5,7,2,13,1
1,9773,18,6,6,13.66666667,6,6,6,14,3
1,8014,32,0,0,0,6,0,0,0,1
1,9500,18,8,7,12.62857143,8,8,7,12.62857143,3
1,9500,19,8,7,14.23285714,8,8,7,14.23285714,3
1,9773,19,6,6,15,6,7,6,14,2
1,9254,18,15,2,10,6,12,0,0,1
1,9670,18,11,4,12.25,6,10,4,11,1
0,9773,24,6,6,13.5,6,6,6,13,3
1,9238,19,8,5,12.2,6,7,6,11.5,3
1,9254,21,0,0,0,6,0,0,0,1
1,9070,19,11,6,12,9,9,8,12.75,3
1,9500,19,9,5,12.32,7,9,5,11.9,2
1,9556,36,11,6,12.35,7,12,5,12.5,3
1,9085,51,0,0,0,6,0,0,0,1
1,9670,20,7,6,11.33333333,6,10,4,10.57142857,2
0,8014,29,6,0,0,5,5,0,0,1
0,9238,27,8,5,11.6,6,9,5,12,1
1,9119,33,10,4,12,5,8,3,13.66666667,2
0,9147,57,17,12,11.75,14,16,9,12.22222222,1
1,9670,20,8,5,12.8,6,10,5,11.6,2
1,9670,26,7,3,11.33333333,5,7,3,13.66666667,1
